Sample	Length
Seq494_p22.E1	2526
Seq495_p1.E5	2526
Seq496_p12.B1	2526
Seq498_p13.H2	2526
Seq499_p21.G8	2526
Seq49_p21.B9	2526
Seq501_p3.A4	2526
Seq507_p13.H3	2526
Seq508_p7.A11	2526
Seq509_p1.H5	2526
Seq50_p4.B1	2526
Seq510_p20.D1	2526
Seq511_p24.A3	2526
Seq512_p7.C8	2526
Seq513_p21.B1	2526
Seq514_p24.C10	2526
Seq515_p5.F7	2526
Seq516_p3.C10	2526
Seq517_p23.C3	2526
Seq518_p23.G1	2526
Seq519_p6.B1	2526
Seq51_p26.C2	2526
Seq520_p9.E10	2526
Seq521_p5.H4	2526
Seq522_p23.H5	2526
Seq524_p6.F12	2526
Seq525_p7.A8	2526
Seq527_p8.H8	2526
Seq528_p9.C12	2526
Seq529_p25.G11	2526
Seq52_p23.F6	2526
Seq531_p1.E7	2526
Seq534_p1.C11	2526
Seq536_p8.B2	2526
Seq538_p23.C8	2526
Seq540_p9.A10	2526
Seq541_p25.D1	2526
Seq542_p26.H2	2526
Seq544_p13.G3	2526
Seq545_p7.B1	2526
Seq546_p2.B8	2526
Seq547_p13.E9	2526
Seq548_p3.A12	2526
Seq549_p6.F3	2526
Seq551_p23.D5	2526
Seq553_p21.F8	2526
Seq554_p13.F2	2526
Seq555_p1.H3	2526
Seq556_p12.B7	2526
Seq557_p20.B1	2526
Seq558_p20.H7	2526
Seq559_p24.D8	2526
Seq55_p2.B9	2526
Seq560_p5.B3	2526
Seq561_p26.E1	2526
Seq563_p4.C10	2526
Seq564_p3.G6	2526
Seq566_p11.B1	2526
Seq568_p23.H6	2526
Seq569_p20.A1	2526
Seq570_p9.A3	2526
Seq571_p5.E3	2526
Seq572_p9.D9	2526
Seq573_p9.E7	2526
Seq574_p20.D12	2526
Seq575_p13.F12	2526
Seq576_p9.C11	2526
Seq578_p6.D5	2526
Seq579_p24.E9	2526
Seq57_p25.B11	2526
Seq580_p1.C8	2526
Seq581_p5.E9	2526
Seq582_p9.A8	2526
Seq583_p26.G2	2526
Seq584_p21.H11	2526
Seq585_p25.G10	2526
Seq587_p1.A8	2526
Seq588_p5.D10	2526
Seq58_p1.D10	2526
Seq590_p21.H1	2526
Seq591_p20.B8	2526
Seq592_p24.C5	2526
Seq593_p21.E7	2526
Seq594_p21.A9	2526
Seq595_p12.A2	2526
Seq596_p25.E11	2526
Seq598_p12.B2	2526
Seq599_p7.C7	2526
Seq602_p22.F7	2526
Seq604_p2.C5	2526
Seq605_p24.E1	2526
Seq60_p3.D8	2526
Seq611_p2.F11	2526
Seq613_p25.C7	2526
Seq614_p12.F2	2526
Seq615_p3.H9	2526
Seq616_p9.D8	2526
Seq618_p7.C12	2526
Seq620_p13.B1	2526
Seq621_p12.F9	2526
Seq623_p21.B8	2526
Seq624_p11.B2	2526
Seq629_p23.F1	2526
Seq62_p3.B11	2526
Seq636_p3.F7	2526
Seq637_p21.H10	2526
Seq638_p20.D11	2526
Seq63_p12.B10	2526
Seq641_p7.D8	2526
Seq642_p21.E8	2526
Seq646_p21.G9	2526
Seq647_p27.E2	2526
Seq64_p11.G11	2526
Seq650_p4.B9	2526
Seq651_p7.E6	2526
Seq653_p6.C10	2526
Seq654_p11.A10	2526
Seq655_p9.E8	2526
Seq656_p12.B11	2526
Seq65_p25.D10	2526
Seq660_p23.H9	2526
Seq662_p24.F9	2526
Seq663_p22.D3	2526
Seq664_p1.E4	2526
Seq666_p24.H8	2526
Seq668_p11.F3	2526
Seq669_p4.F4	2526
Seq66_p23.A6	2526
Seq672_p1.G7	2526
Seq673_p26.A9	2526
Seq675_p8.B7	2526
Seq676_p6.F11	2526
Seq677_p13.F7	2526
Seq678_p25.G8	2526
Seq679_p12.F3	2526
Seq67_p27.D5	2526
Seq680_p21.A8	2526
Seq681_p11.C9	2526
Seq683_p9.A4	2526
Seq685_p12.G7	2526
Seq686_p8.F11	2526
Seq689_p25.C5	2526
Seq68_p1.C4	2526
Seq691_p3.E9	2526
Seq692_p20.F10	2526
Seq693_p20.F8	2526
Seq694_p6.E3	2526
Seq695_p8.E5	2526
Seq697_p21.G2	2526
Seq698_p24.B12	2526
Seq6_p21.G10	2526
Seq700_p1.F12	2526
Seq701_p21.D10	2526
Seq702_p23.B7	2526
Seq703_p23.H2	2526
Seq704_p9.B8	2526
Seq706_p23.A7	2526
Seq707_p24.A11	2526
Seq708_p13.E3	2526
Seq709_p27.F2	2526
Seq710_p3.F10	2526
Seq712_p23.A3	2526
Seq714_p13.H5	2526
Seq715_p13.E11	2526
Seq717_p3.B7	2526
Seq719_p7.H3	2526
Seq721_p12.F10	2526
Seq722_p13.C12	2526
Seq723_p21.D8	2526
Seq724_p3.B6	2526
Seq727_p7.H5	2526
Seq729_p21.H9	2526
Seq72_p5.C1	2526
Seq731_p1.H1	2526
Seq732_p6.F4	2526
Seq733_p20.F12	2526
Seq734_p24.G3	2526
Seq736_p25.F7	2526
Seq737_p13.H6	2526
Seq738_p25.C10	2526
Seq739_p22.G2	2526
Seq740_p7.F6	2526
Seq741_p13.A8	2526
Seq742_p9.F11	2526
Seq744_p2.H5	2526
Seq746_p5.B6	2526
Seq748_p20.D7	2526
Seq750_p21.D7	2526
Seq751_p27.A2	2526
Seq755_p7.F3	2526
Seq756_p4.A6	2526
Seq757_p5.A2	2526
Seq759_p26.G10	2526
Seq75_p23.F5	2526
Seq760_p12.D9	2526
Seq761_p24.H1	2526
Seq762_p8.F10	2526
Seq763_p27.H4	2526
Seq764_p24.H5	2526
Seq766_p13.G5	2526
Seq767_p23.C9	2526
Seq769_p12.B3	2526
Seq770_p4.B2	2526
Seq773_p13.F10	2526
Seq774_p6.A6	2526
Seq776_p24.E8	2526
Seq777_p21.F5	2526
Seq778_p11.C2	2526
Seq77_p20.G11	2526
Seq780_p1.G1	2526
Seq781_p2.D5	2526
Seq783_p22.C4	2526
Seq785_p12.H2	2526
Seq786_p9.E2	2526
Seq788_p3.B2	2526
Seq789_p25.F5	2526
Seq790_p25.E1	2526
Seq791_p1.C10	2526
Seq792_p24.F7	2526
Seq793_p24.D7	2526
Seq796_p8.C1	2526
Seq797_p13.E6	2526
Seq798_p6.H1	2526
Seq799_p23.G9	2526
Seq79_p27.F4	2526
Seq7_p21.E9	2526
Seq800_p24.G11	2526
Seq801_p21.H8	2526
Seq802_p1.G2	2526
Seq804_p11.B8	2526
Seq805_p9.A6	2526
Seq807_p20.F11	2526
Seq80_p21.F11	2526
Seq810_p7.F4	2526
Seq813_p24.D9	2526
Seq814_p7.E10	2526
Seq815_p20.E10	2526
Seq817_p24.E5	2526
Seq818_p7.D1	2526
Seq819_p12.A11	2526
Seq81_p5.A1	2526
Seq820_p3.G4	2526
Seq821_p4.C2	2526
Seq822_p21.E10	2526
Seq823_p26.B2	2526
Seq825_p1.B2	2526
Seq826_p9.E9	2526
Seq827_p6.C2	2526
Seq829_p12.E7	2526
Seq830_p5.C2	2526
Seq831_p24.A12	2526
Seq832_p9.A1	2526
Seq833_p26.D2	2526
Seq834_p26.A2	2526
Seq835_p11.B12	2526
Seq836_p1.A12	2526
Seq839_p24.C12	2526
Seq83_p7.A7	2526
Seq840_p7.E11	2526
Seq844_p1.D1	2526
Seq845_p26.E9	2526
Seq847_p2.A8	2526
Seq849_p20.H3	2526
Seq84_p12.H8	2526
Seq850_p23.C4	2526
Seq851_p3.E5	2526
Seq854_p3.G3	2526
Seq855_p24.B3	2526
Seq856_p23.B6	2526
Seq857_p9.F5	2526
Seq859_p2.E3	2526
Seq85_p5.F8	2526
Seq860_p25.F11	2526
Seq864_p3.F2	2526
Seq865_p25.F10	2526
Seq866_p5.A11	2526
Seq867_p20.G9	2526
Seq868_p9.C8	2526
Seq871_p25.A7	2526
Seq873_p21.C10	2526
Seq875_p21.A11	2526
Seq877_p1.G11	2526
Seq878_p3.G1	2526
Seq879_p2.C1	2526
Seq87_p20.G1	2526
Seq880_p9.A11	2526
Seq881_p3.B10	2526
Seq882_p13.A3	2526
Seq883_p9.B4	2526
Seq884_p9.G7	2526
Seq885_p1.A2	2526
Seq887_p6.C1	2526
Seq888_p2.B4	2526
Seq889_p5.F9	2526
Seq88_p1.D4	2526
Seq890_p1.G4	2526
Seq891_p3.G8	2526
Seq894_p12.H4	2526
Seq895_p2.C10	2526
Seq899_p20.G12	2526
Seq89_p26.H6	2526
Seq902_p8.C4	2526
Seq903_p11.B10	2526
Seq906_p20.B3	2526
Seq908_p20.D3	2526
Seq909_p3.D11	2526
Seq910_p3.G7	2526
Seq911_p2.F10	2526
Seq913_p20.F3	2526
Seq914_p11.A11	2526
Seq915_p12.A1	2526
Seq916_p3.C11	2526
Seq917_p25.D9	2526
Seq918_p1.B4	2526
Seq919_p21.A10	2526
Seq921_p11.F6	2526
Seq923_p9.B7	2526
Seq924_p11.C8	2526
Seq925_p7.H6	2526
Seq926_p25.H9	2526
Seq927_p9.E1	2526
Seq928_p9.C9	2526
Seq92_p22.A3	2526
Seq931_p20.H5	2526
Seq933_p13.F4	2526
Seq934_p25.D5	2526
Seq936_p1.F7	2526
Seq937_p2.A11	2526
Seq938_p21.G5	2526
Seq939_p9.G3	2526
Seq93_p9.C10	2526
Seq940_p9.B6	2526
Seq942_p20.C11	2526
Seq943_p9.E4	2526
Seq945_p5.F4	2526
Seq946_p11.D1	2526
Seq947_p21.B2	2526
Seq948_p23.B9	2526
Seq951_p25.B9	2526
Seq952_p20.E12	2526
Seq953_p5.H7	2526
Seq954_p1.E1	2526
Seq955_p25.E10	2526
Seq957_p20.G5	2526
Seq958_p1.F8	2526
Seq959_p5.F3	2526
Seq963_p3.B8	2526
Seq964_p9.F4	2526
Seq965_p13.C3	2526
Seq966_p5.A4	2526
Seq970_p23.C5	2526
Seq971_p26.F2	2526
Seq972_p27.A1	2526
Seq974_p24.F1	2526
Seq975_p9.A2	2526
Seq976_p13.A2	2526
Seq978_p26.G7	2526
Seq979_p20.C3	2526
Seq97_p13.D9	2526
Seq980_p25.A9	2526
Seq981_p21.E11	2526
Seq984_p9.G4	2526
Seq986_p7.D9	2526
Seq987_p9.B10	2526
Seq989_p12.D2	2526
Seq990_p25.G9	2526
Seq991_p24.G7	2526
Seq994_p25.C2	2526
Seq995_p5.E1	2526
Seq996_p7.A6	2526
Seq998_p13.B6	2526
Seq99_p20.H11	2526
Seq9_p22.A2	2526
